continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,unit_of_wage,full_time_position,wage_range
South America,Doctorate,Y,N,3000,1995,Northeast,Year,Y,50000-100000
Asia,Doctorate,Y,N,4396,1985,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2355,2005,Midwest,Year,N,50000-100000
Asia,Bachelor's,Y,N,1315,1999,West,Year,Y,> 100000
Asia,Master's,Y,N,4757,1996,West,Year,Y,50000-100000
Europe,Bachelor's,N,Y,4377,1992,South,Year,Y,50000-100000
South America,Bachelor's,Y,N,5307,1849,Northeast,Year,Y,< 50000
Europe,Bachelor's,N,Y,1238,2001,West,Year,Y,> 100000
North America,Bachelor's,Y,N,3962,1868,Northeast,Year,Y,50000-100000
South America,Bachelor's,N,N,1039,1998,West,Year,N,> 100000
Asia,High School,Y,N,4806,2006,Northeast,Year,Y,> 100000
Asia,High School,N,N,2786,2004,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,3643,2010,West,Year,Y,50000-100000
South America,Bachelor's,N,N,2716,1911,West,Year,Y,50000-100000
Asia,High School,Y,N,3533,2007,Midwest,Year,Y,> 100000
Asia,High School,Y,N,1723,1995,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,1368,1909,South,Year,Y,> 100000
Asia,Doctorate,N,N,474,1969,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,2303,2005,West,Year,Y,< 50000
Europe,Master's,Y,N,3395,2008,South,Year,Y,50000-100000
North America,Bachelor's,N,N,391,2004,West,Year,Y,< 50000
Asia,Master's,Y,N,2600,1925,West,Year,Y,> 100000
Asia,High School,Y,N,456,2009,South,Year,Y,50000-100000
North America,Master's,Y,N,1226,2011,Island,Year,Y,50000-100000
Asia,Master's,Y,N,3468,1981,Midwest,Year,N,50000-100000
Europe,Bachelor's,Y,N,1420,1970,West,Year,Y,> 100000
Asia,Master's,N,Y,1946,2004,Northeast,Year,Y,> 100000
Asia,Master's,N,N,2273,2012,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1538,2002,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,2215,1998,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,7261,1998,West,Year,Y,50000-100000
Asia,Master's,N,N,2263,1963,West,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,29728,1997,West,Year,Y,> 100000
North America,Master's,Y,N,4239,2003,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,442,1884,Northeast,Year,Y,50000-100000
North America,Master's,Y,N,4436,2015,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,11041,2008,West,Year,Y,< 50000
Europe,Master's,N,N,4216,1978,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3759,2015,Northeast,Year,N,> 100000
Africa,Bachelor's,N,N,875,1928,West,Year,Y,50000-100000
Europe,Bachelor's,Y,N,6284,1977,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,395,1976,Northeast,Hour,Y,< 50000
Europe,Bachelor's,N,N,2961,1912,Northeast,Year,Y,< 50000
Europe,Bachelor's,N,Y,1662,1995,South,Year,Y,> 100000
Asia,Bachelor's,N,N,4978,2004,South,Year,N,> 100000
Asia,Bachelor's,Y,N,1388,1993,West,Hour,Y,> 100000
Asia,Bachelor's,Y,N,2731,1993,West,Year,Y,< 50000
Asia,Master's,Y,N,435,1981,Northeast,Year,N,> 100000
Asia,Master's,Y,N,2175,1984,West,Hour,Y,> 100000
Asia,Master's,Y,N,1746,2004,Midwest,Year,Y,< 50000
North America,Master's,N,N,4032,1953,Northeast,Year,N,> 100000
Europe,Bachelor's,N,N,3542,1963,Northeast,Hour,Y,50000-100000
Europe,Master's,Y,N,652,1925,South,Year,Y,> 100000
Asia,Bachelor's,N,N,221,1997,South,Year,Y,< 50000
Europe,Bachelor's,N,Y,94,1841,South,Year,N,> 100000
Asia,Bachelor's,Y,N,3533,1995,Midwest,Month,Y,50000-100000
North America,Master's,N,N,5331,2005,Midwest,Year,N,> 100000
Asia,Bachelor's,N,N,1166,1995,West,Year,N,50000-100000
Asia,Master's,N,N,3877,1989,South,Year,N,> 100000
Asia,Master's,Y,N,2262,1878,Northeast,Year,Y,50000-100000
Africa,Doctorate,Y,N,2513,1975,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1334,1898,Northeast,Year,Y,< 50000
Asia,Master's,N,N,1217,1909,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,5091,1946,Midwest,Year,N,> 100000
Asia,Master's,Y,N,9302,1977,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,85,1976,Island,Year,Y,< 50000
Asia,Master's,N,N,3100,2009,Northeast,Year,N,> 100000
Asia,High School,Y,N,3502,2008,West,Year,Y,> 100000
Asia,Master's,N,N,2357,2004,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,165,1997,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3242,2013,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,2390,2011,South,Year,N,50000-100000
Asia,Bachelor's,Y,N,2293,1987,Midwest,Year,Y,50000-100000
North America,Bachelor's,N,N,166,1832,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4756,2006,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,36957,1977,Northeast,Year,Y,> 100000
Europe,Master's,N,N,684,1949,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,1453,1991,Midwest,Year,N,50000-100000
Asia,Master's,N,N,295,2009,West,Year,Y,50000-100000
Asia,Master's,Y,N,619,1974,Midwest,Year,N,50000-100000
North America,High School,Y,N,2917,2004,West,Year,Y,50000-100000
Europe,Master's,N,Y,220,1998,Northeast,Year,Y,< 50000
Asia,Master's,N,N,1353,2005,Midwest,Year,Y,50000-100000
Europe,Master's,N,Y,1538,1984,South,Year,Y,50000-100000
Asia,High School,Y,N,133,2009,West,Year,Y,< 50000
Asia,Bachelor's,N,N,2081,1982,Northeast,Year,Y,< 50000
North America,Master's,N,N,25121,1999,South,Year,N,< 50000
Asia,High School,N,N,2133,1999,South,Hour,Y,> 100000
Asia,Master's,N,N,531,1839,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,759,1876,South,Week,Y,< 50000
Asia,Bachelor's,Y,N,1335,2001,Midwest,Year,Y,< 50000
Asia,Master's,N,N,2672,1984,South,Year,Y,> 100000
Europe,Master's,N,N,838,1994,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1372,1999,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3478,1998,Midwest,Year,N,> 100000
Asia,Master's,Y,N,1697,1868,South,Year,Y,50000-100000
North America,Master's,N,N,5064,1974,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,3698,1998,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,1155,1996,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,964,1974,Northeast,Year,Y,50000-100000
Asia,Master's,N,Y,3370,2007,West,Year,Y,< 50000
Oceania,Master's,Y,N,1216,2012,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,4361,1956,South,Year,Y,50000-100000
Europe,Doctorate,Y,Y,2965,1960,West,Year,Y,< 50000
Asia,Doctorate,N,Y,1000,1855,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,967,2000,West,Year,Y,> 100000
Asia,Bachelor's,N,N,1110,1963,South,Month,Y,50000-100000
North America,Bachelor's,Y,N,1374,1981,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,Y,1955,1965,South,Year,Y,50000-100000
South America,Bachelor's,N,N,3315,1994,Northeast,Year,Y,50000-100000
South America,Master's,Y,N,2733,1998,West,Year,Y,< 50000
South America,High School,N,Y,722,1980,South,Year,Y,> 100000
Asia,Master's,Y,N,2462,1985,Northeast,Year,Y,> 100000
Asia,Master's,N,N,4122,2011,West,Year,N,> 100000
Asia,Doctorate,N,N,930,1999,South,Year,Y,< 50000
Africa,Doctorate,Y,Y,3061,1998,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,1295,2014,Northeast,Year,Y,< 50000
Africa,Master's,N,N,6084,1996,Midwest,Year,Y,50000-100000
Asia,Doctorate,Y,N,82845,2006,Northeast,Year,Y,> 100000
Asia,Master's,N,N,2504,1979,West,Year,N,> 100000
North America,Master's,Y,N,3970,1995,Northeast,Year,N,> 100000
Asia,Bachelor's,N,N,2513,1968,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,3266,1896,West,Year,N,> 100000
Europe,Doctorate,N,N,3115,2006,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,1723,2010,South,Year,Y,> 100000
North America,Bachelor's,Y,N,3026,1998,Northeast,Week,Y,< 50000
North America,Master's,N,N,372,2010,Northeast,Year,Y,< 50000
Asia,Master's,Y,Y,2595,2005,Northeast,Year,Y,> 100000
Asia,Master's,N,N,4594,1994,West,Year,N,50000-100000
Asia,Bachelor's,N,N,186,2012,South,Year,Y,> 100000
Asia,Master's,N,N,182,1947,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,3819,1960,West,Year,Y,< 50000
Asia,Master's,Y,N,2707,2002,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,2400,2012,Northeast,Year,Y,50000-100000
North America,Master's,Y,N,2804,1987,South,Year,N,< 50000
Africa,Master's,N,N,3375,1899,West,Year,Y,50000-100000
Asia,Master's,N,N,1305,1995,West,Year,N,> 100000
North America,Doctorate,Y,N,4946,1917,Midwest,Year,Y,> 100000
North America,Bachelor's,Y,N,2028,1947,Northeast,Year,Y,> 100000
Europe,Doctorate,N,Y,243,2007,Northeast,Year,Y,< 50000
Europe,Master's,Y,N,1232,2006,Midwest,Year,Y,> 100000
North America,Master's,N,N,342,1998,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,2155,2004,West,Year,Y,50000-100000
Asia,Master's,N,N,3898,2011,Northeast,Year,N,> 100000
Europe,High School,N,Y,2150,1891,South,Year,Y,< 50000
North America,Master's,N,N,5002,1997,West,Year,Y,> 100000
Africa,High School,N,N,2365,1885,South,Hour,Y,> 100000
Asia,Master's,Y,N,2326,2005,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,1548,1995,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,213548,2012,West,Week,Y,< 50000
North America,Master's,Y,Y,4128,2003,South,Year,Y,> 100000
Asia,Master's,Y,N,2529,2004,South,Year,N,> 100000
Europe,Doctorate,N,N,1018,1954,South,Year,Y,< 50000
North America,Master's,Y,N,1502,1984,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2216,1993,Northeast,Week,Y,> 100000
North America,Master's,Y,N,1061,2003,South,Year,Y,50000-100000
Europe,Bachelor's,Y,N,1729,1998,Northeast,Year,Y,> 100000
Europe,Master's,N,N,1872,2005,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,5328,2005,South,Year,Y,50000-100000
Europe,Master's,N,N,4557,1978,West,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,117,1868,South,Year,Y,> 100000
Asia,High School,Y,N,1795,1977,West,Year,Y,< 50000
Asia,Bachelor's,N,N,2252,1996,South,Year,Y,< 50000
Asia,Bachelor's,N,N,21414,2006,Northeast,Year,Y,< 50000
Asia,High School,Y,N,412,1981,South,Hour,Y,< 50000
Africa,Bachelor's,Y,N,2841,1993,South,Year,Y,> 100000
Asia,High School,Y,N,4591,1985,South,Year,Y,50000-100000
Europe,Doctorate,N,N,964,2011,West,Year,Y,50000-100000
Asia,High School,Y,N,2784,1998,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,1659,1994,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,2334,1968,Midwest,Year,N,50000-100000
Asia,Bachelor's,Y,N,6052,1991,West,Year,Y,> 100000
Europe,Master's,Y,N,2094,2010,Northeast,Year,Y,> 100000
Asia,Master's,N,N,1778,1970,South,Hour,Y,> 100000
North America,Master's,Y,N,1514,1987,West,Year,Y,> 100000
South America,Bachelor's,N,N,931,2001,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2543,1914,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,640,2004,South,Year,N,< 50000
Europe,Master's,Y,N,4554,1989,Northeast,Year,Y,50000-100000
Asia,High School,Y,Y,1622,1976,Northeast,Year,Y,< 50000
Asia,Doctorate,N,N,3304,1994,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3723,1920,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,1088,1981,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,2407,1987,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2111,1963,Island,Year,Y,> 100000
Asia,Bachelor's,N,Y,4871,2000,Northeast,Year,Y,50000-100000
Europe,Master's,Y,N,5067,2003,West,Year,Y,< 50000
Asia,High School,Y,N,1409,1991,West,Year,N,> 100000
Asia,Master's,Y,N,2295,2013,Island,Year,Y,> 100000
Asia,Bachelor's,N,N,92872,1998,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,274,2004,West,Year,Y,50000-100000
Asia,Doctorate,Y,N,2098,2010,South,Year,Y,< 50000
Asia,Bachelor's,N,N,1899,1982,South,Year,Y,50000-100000
South America,Master's,Y,N,3140,2001,South,Year,Y,< 50000
Asia,Bachelor's,N,N,44618,2010,West,Year,Y,< 50000
Asia,Bachelor's,N,N,2181,2011,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,1352,2005,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,3266,2011,West,Year,Y,< 50000
Asia,Doctorate,Y,N,6024,1989,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1416,1961,Northeast,Year,N,> 100000
North America,Master's,N,N,950,1995,Midwest,Year,N,50000-100000
Asia,Master's,N,N,3029,2011,South,Year,N,50000-100000
Asia,Bachelor's,N,N,779,1880,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2426,1995,Northeast,Year,Y,> 100000
Africa,Master's,N,N,180,1998,West,Year,N,50000-100000
Europe,Master's,Y,N,778,1985,Northeast,Year,Y,> 100000
Asia,High School,N,N,3395,1974,Northeast,Hour,Y,50000-100000
Europe,Doctorate,Y,N,1172,2011,Northeast,Year,Y,< 50000
North America,Master's,Y,N,836,2013,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,267,1989,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,Y,3225,2007,West,Year,Y,> 100000
Asia,Master's,N,N,1536,2007,Midwest,Year,N,< 50000
South America,Master's,Y,N,1216,1963,South,Year,N,50000-100000
Asia,Master's,Y,N,1355,2006,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,927,1968,Northeast,Year,Y,< 50000
Asia,Master's,N,N,149,2003,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,5826,1993,West,Year,Y,> 100000
Europe,Master's,N,N,4334,1996,Northeast,Hour,Y,> 100000
Asia,Bachelor's,Y,N,4878,2003,Midwest,Year,N,50000-100000
Europe,High School,N,N,566,1994,South,Hour,Y,> 100000
Asia,Bachelor's,Y,N,819,1871,West,Year,Y,< 50000
Asia,Bachelor's,N,N,1270,2000,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,3124,1981,South,Year,Y,> 100000
Asia,High School,Y,N,4425,1997,West,Year,Y,> 100000
Asia,Master's,Y,N,673,2005,South,Year,Y,50000-100000
Europe,Doctorate,Y,N,101293,1999,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,5319,1838,Northeast,Year,N,> 100000
Asia,Bachelor's,N,N,2253,1978,South,Year,Y,50000-100000
Asia,High School,Y,N,1073,1992,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,3735,1892,Northeast,Year,Y,> 100000
Europe,Master's,Y,N,2092,2007,South,Year,Y,< 50000
Africa,Bachelor's,N,Y,1870,2013,West,Year,Y,< 50000
Asia,Master's,Y,N,3908,1968,South,Year,Y,50000-100000
Africa,Master's,Y,N,1953,1896,Midwest,Year,N,> 100000
Asia,Master's,Y,N,3309,2001,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,25536,1999,South,Year,Y,< 50000
Asia,Master's,Y,Y,2527,1986,West,Year,Y,< 50000
Europe,Master's,Y,N,3475,1986,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,945,2010,West,Year,Y,50000-100000
Asia,Master's,N,N,83186,1987,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,4678,2001,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3247,1902,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,636,2005,South,Year,Y,> 100000
Asia,High School,Y,N,2384,2001,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1814,2000,Northeast,Year,N,> 100000
Asia,Master's,Y,N,3427,1885,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,363,2009,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,401,1989,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1571,1977,Midwest,Year,Y,< 50000
North America,Bachelor's,Y,N,2773,1895,Midwest,Year,Y,50000-100000
Europe,Doctorate,Y,N,1652,1997,Northeast,Year,Y,50000-100000
Europe,Bachelor's,Y,N,4467,2012,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,802,1998,Midwest,Year,Y,> 100000
South America,Master's,Y,N,4165,1998,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,373,2005,Midwest,Year,N,> 100000
Asia,Bachelor's,Y,N,3297,1998,Midwest,Year,N,> 100000
Europe,Bachelor's,Y,N,5071,1999,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2073,2010,South,Year,Y,50000-100000
North America,Master's,N,N,5603,1856,West,Year,Y,50000-100000
Asia,Master's,Y,N,1134,2006,Midwest,Year,Y,< 50000
Asia,Master's,Y,Y,1531,1817,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,4137,1965,West,Year,Y,> 100000
Asia,Bachelor's,N,Y,4789,1981,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,319,1982,South,Year,Y,< 50000
Europe,Doctorate,N,N,1848,1993,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,1700,1998,West,Year,Y,< 50000
North America,High School,Y,N,5165,2015,South,Year,Y,> 100000
Asia,High School,Y,Y,1137,1979,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,272,2005,South,Year,Y,50000-100000
Asia,Master's,Y,N,1301,2000,West,Year,Y,50000-100000
Europe,Doctorate,N,N,1556,2010,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,3107,2009,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,1434,1881,West,Year,Y,< 50000
Asia,Master's,N,N,2803,2004,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,879,1961,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1024,1869,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,3863,1994,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,397,2013,West,Year,Y,50000-100000
Europe,High School,Y,N,627,1998,South,Year,Y,> 100000
North America,Master's,Y,N,5557,1968,Northeast,Year,Y,< 50000
Asia,Master's,N,N,3642,2007,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,653,1911,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,756,2006,West,Year,Y,< 50000
Europe,Doctorate,N,N,497,1998,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,997,1979,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2235,1997,Northeast,Year,Y,> 100000
Asia,Master's,N,Y,3724,1877,South,Year,Y,> 100000
Asia,Master's,Y,N,6256,2001,South,Year,N,50000-100000
Asia,Bachelor's,N,Y,2738,1984,South,Hour,Y,< 50000
Asia,Bachelor's,Y,N,42144,2001,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,5758,2007,South,Year,N,< 50000
Asia,Master's,Y,N,5193,2008,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1154,1919,South,Year,N,< 50000
Oceania,Master's,Y,N,264,1983,South,Year,Y,> 100000
Europe,Doctorate,Y,Y,19,2005,West,Year,Y,50000-100000
Asia,High School,N,N,4039,2003,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,1125,1995,South,Year,Y,> 100000
Asia,Bachelor's,N,N,677,1989,South,Year,Y,> 100000
Asia,High School,Y,Y,286,1990,Northeast,Year,Y,> 100000
North America,Bachelor's,Y,N,177,1992,South,Year,Y,< 50000
Europe,Master's,N,Y,780,1946,West,Year,Y,< 50000
Asia,Master's,Y,N,3148,2001,West,Hour,Y,> 100000
Asia,Bachelor's,N,N,3305,1996,Northeast,Year,Y,> 100000
Africa,Bachelor's,Y,N,84074,2008,Northeast,Year,Y,> 100000
Africa,Master's,Y,N,1143,1929,West,Year,Y,50000-100000
Asia,Master's,N,N,3545,1971,West,Year,N,> 100000
Asia,Master's,N,N,2103,2013,Midwest,Year,Y,> 100000
South America,Bachelor's,N,N,2645,1995,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,2246,2011,South,Year,Y,50000-100000
Europe,High School,Y,N,27981,2005,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,2343,1997,Island,Year,Y,> 100000
North America,High School,N,N,352,1996,South,Year,N,50000-100000
Asia,High School,Y,N,4723,2007,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1325,1931,South,Year,Y,< 50000
North America,High School,Y,N,1039,2011,Midwest,Year,Y,< 50000
North America,High School,N,Y,23483,2000,South,Year,Y,50000-100000
Asia,Master's,N,N,1135,1997,South,Year,Y,50000-100000
Asia,Bachelor's,Y,Y,720,2001,South,Year,Y,50000-100000
Asia,High School,N,N,3027,1997,Northeast,Year,N,> 100000
Asia,Master's,N,N,681,2004,Northeast,Year,Y,< 50000
Europe,Master's,N,N,1437,2010,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,515,2006,South,Year,Y,< 50000
Asia,High School,Y,N,3206,2006,South,Year,Y,> 100000
Asia,Master's,N,N,701,1973,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4774,1867,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,735,2007,Northeast,Year,Y,50000-100000
North America,Bachelor's,N,N,21878,1997,West,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,1414,2011,Northeast,Year,Y,< 50000
Asia,High School,N,N,998,1890,Midwest,Year,Y,< 50000
Asia,Bachelor's,Y,N,1999,2000,South,Hour,Y,> 100000
Asia,Bachelor's,Y,N,1357,2007,West,Year,Y,> 100000
Asia,Master's,Y,N,3927,1995,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2904,2007,West,Year,Y,50000-100000
Europe,Bachelor's,Y,N,3475,1952,Midwest,Year,Y,> 100000
Asia,High School,Y,N,2611,1817,South,Hour,Y,> 100000
Asia,Bachelor's,N,N,3305,2001,South,Hour,Y,> 100000
Europe,Doctorate,Y,N,3020,1998,South,Year,Y,50000-100000
Asia,High School,Y,N,2737,2000,Midwest,Year,Y,< 50000
North America,Bachelor's,N,Y,441,2011,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3256,2006,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,1407,2004,South,Year,Y,50000-100000
North America,Doctorate,N,N,306,1980,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1832,1999,West,Year,Y,50000-100000
Asia,Master's,Y,N,6664,2011,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,1887,2010,Northeast,Year,N,< 50000
Asia,Master's,Y,N,3833,1977,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,7739,2004,South,Year,N,> 100000
Asia,Bachelor's,N,Y,815,2012,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,891,1996,South,Year,Y,> 100000
Europe,Master's,Y,N,4493,2013,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,1856,2004,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1150,1947,West,Year,Y,50000-100000
Asia,High School,Y,N,986,2005,West,Year,Y,< 50000
South America,Bachelor's,N,N,3360,1994,Northeast,Hour,Y,> 100000
Asia,Master's,N,N,2966,1968,South,Year,Y,< 50000
Europe,Master's,N,N,21585,1833,West,Year,Y,< 50000
Asia,Master's,Y,N,3909,2008,Midwest,Year,Y,> 100000
North America,Master's,Y,N,3910,2003,Northeast,Year,Y,50000-100000
Africa,Master's,N,N,1231,1999,South,Hour,Y,50000-100000
Asia,Master's,N,N,2100,2000,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,1465,1996,South,Year,Y,> 100000
Europe,Master's,Y,N,4933,1831,South,Year,Y,50000-100000
Europe,Master's,Y,N,2261,1966,Midwest,Year,Y,50000-100000
Europe,Bachelor's,N,N,1961,1964,Midwest,Year,Y,50000-100000
South America,Master's,N,N,464,1980,Midwest,Hour,Y,< 50000
Europe,High School,Y,N,1300,1849,Northeast,Year,Y,> 100000
Asia,Master's,N,Y,1843,1989,Midwest,Year,Y,> 100000
Europe,Master's,Y,Y,1143,2008,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2132,2013,South,Year,Y,> 100000
Europe,Master's,N,N,4299,2009,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2477,2006,South,Year,Y,> 100000
Asia,High School,Y,N,4025,1986,South,Year,Y,50000-100000
Asia,Master's,N,N,2720,2005,Northeast,Year,N,50000-100000
Asia,Master's,Y,N,2453,2005,South,Year,Y,< 50000
Asia,Bachelor's,N,N,3877,1963,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,2811,2001,Northeast,Hour,Y,> 100000
Asia,Bachelor's,Y,N,11099,1981,Island,Year,Y,> 100000
North America,Master's,Y,N,2384,1965,Midwest,Year,Y,> 100000
Europe,Bachelor's,Y,N,2066,1932,West,Year,Y,50000-100000
Asia,Master's,N,N,3955,2005,West,Year,Y,> 100000
Asia,Bachelor's,N,N,36459,1884,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,5265,1936,West,Hour,Y,< 50000
Asia,Master's,N,N,763,2000,South,Year,N,> 100000
Europe,Bachelor's,Y,Y,3002,1838,South,Year,Y,< 50000
Asia,Doctorate,Y,Y,321,1897,South,Year,Y,> 100000
Asia,Bachelor's,N,N,105,1982,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,30,1993,Midwest,Year,Y,> 100000
Asia,Master's,N,Y,1887,2005,Midwest,Year,Y,> 100000
North America,Master's,Y,N,2744,2006,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,22558,1946,South,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,3952,1969,South,Year,Y,< 50000
Asia,Master's,N,N,3874,1912,Northeast,Hour,Y,> 100000
Asia,Bachelor's,N,N,610,2003,Northeast,Hour,Y,> 100000
Asia,Master's,N,N,1997,1995,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,4059,1991,West,Year,Y,> 100000
Asia,Master's,N,N,3122,1982,Northeast,Hour,Y,> 100000
Asia,Master's,Y,N,4021,1917,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2921,2005,West,Year,N,50000-100000
Asia,Master's,Y,N,5000,1997,South,Year,N,< 50000
Asia,Master's,Y,N,548,1993,Northeast,Year,Y,50000-100000
South America,Master's,Y,N,4347,1922,Midwest,Year,Y,50000-100000
North America,Master's,Y,N,1957,2000,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,4522,1999,South,Year,Y,< 50000
Asia,Master's,Y,N,1295,1996,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,1247,1984,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,709,2001,South,Hour,Y,> 100000
